"PID","Attention_Check","Score","Item","Trait","Order"
184,"8",1,"the Artificial Moral Advisor","good-intentions","13"
185,"8",7,"Microsoft Copilot","trust","1"
185,"8",6,"Microsoft Copilot","reliable","15"
185,"8",5,"Microsoft Copilot","good-intentions","10"
185,"8",7,"Google's AI Overviews","trust","7"
185,"8",7,"Google's AI Overviews","reliable","2"
185,"8",6,"Google's AI Overviews","good-intentions","3"
185,"8",7,"the AI therapist","trust","18"
185,"8",7,"the AI therapist","reliable","14"
185,"8",6,"the AI therapist","good-intentions","9"
185,"8",7,"the factory robot","trust","17"
185,"8",7,"the factory robot","reliable","8"
185,"8",1,"the factory robot","good-intentions","4"
185,"8",7,"the smart watch","trust","12"
185,"8",7,"the smart watch","reliable","11"
185,"8",1,"the smart watch","good-intentions","6"
185,"8",7,"the predictive policing algorithm","trust","16"
185,"8",7,"the predictive policing algorithm","reliable","5"
185,"8",1,"the predictive policing algorithm","good-intentions","13"
186,"8",7,"the self-driving car","trust","11"
186,"8",7,"the self-driving car","reliable","13"
186,"8",3,"the self-driving car","good-intentions","14"
186,"8",7,"Apple’s Siri","trust","17"
186,"8",7,"Apple’s Siri","reliable","10"
186,"8",5,"Apple’s Siri","good-intentions","4"
186,"8",7,"the Artificial Moral Advisor","trust","8"
186,"8",7,"the Artificial Moral Advisor","reliable","2"
186,"8",5,"the Artificial Moral Advisor","good-intentions","15"
186,"8",7,"Microsoft Copilot","trust","5"
186,"8",7,"Microsoft Copilot","reliable","7"
186,"8",5,"Microsoft Copilot","good-intentions","6"
186,"8",7,"Google's AI Overviews","trust","1"
186,"8",7,"Google's AI Overviews","reliable","12"
186,"8",5,"Google's AI Overviews","good-intentions","16"
186,"8",7,"DALL-E","trust","3"
186,"8",7,"DALL-E","reliable","9"
186,"8",5,"DALL-E","good-intentions","18"
187,"8",7,"the spam filter","trust","14"
187,"8",7,"the spam filter","reliable","1"
187,"8",2,"the spam filter","good-intentions","9"
187,"8",7,"the AI therapist","trust","13"
187,"8",7,"the AI therapist","reliable","11"
187,"8",6,"the AI therapist","good-intentions","4"
187,"8",7,"the predictive sentencing algorithm","trust","16"
187,"8",7,"the predictive sentencing algorithm","reliable","2"
187,"8",2,"the predictive sentencing algorithm","good-intentions","6"
187,"8",7,"Google's AI Overviews","trust","10"
187,"8",7,"Google's AI Overviews","reliable","7"
187,"8",4,"Google's AI Overviews","good-intentions","15"
187,"8",7,"the self-driving car","trust","18"
187,"8",7,"the self-driving car","reliable","3"
187,"8",2,"the self-driving car","good-intentions","8"
187,"8",7,"the Artificial Moral Advisor","trust","17"
187,"8",7,"the Artificial Moral Advisor","reliable","12"
187,"8",6,"the Artificial Moral Advisor","good-intentions","5"
188,"8",7,"Apple’s Siri","trust","14"
188,"8",7,"Apple’s Siri","reliable","17"
188,"8",1,"Apple’s Siri","good-intentions","6"
188,"8",7,"ChatGPT","trust","16"
188,"8",6,"ChatGPT","reliable","8"
188,"8",1,"ChatGPT","good-intentions","1"
188,"8",7,"the spam filter","trust","7"
188,"8",7,"the spam filter","reliable","18"
188,"8",1,"the spam filter","good-intentions","12"
188,"8",6,"DALL-E","trust","13"
188,"8",6,"DALL-E","reliable","5"
188,"8",1,"DALL-E","good-intentions","3"
188,"8",7,"the autonomous killer drone","trust","11"
188,"8",5,"the autonomous killer drone","reliable","2"
188,"8",1,"the autonomous killer drone","good-intentions","4"
188,"8",2,"the Instagram filter","trust","15"
188,"8",5,"the Instagram filter","reliable","9"
188,"8",1,"the Instagram filter","good-intentions","10"
189,"8",7,"the smart watch","trust","8"
189,"8",7,"the smart watch","reliable","6"
189,"8",3,"the smart watch","good-intentions","12"
189,"8",7,"the robot vacuum","trust","2"
189,"8",7,"the robot vacuum","reliable","5"
189,"8",1,"the robot vacuum","good-intentions","3"
189,"8",7,"the Artificial Moral Advisor","trust","13"
189,"8",7,"the Artificial Moral Advisor","reliable","16"
189,"8",4,"the Artificial Moral Advisor","good-intentions","18"
189,"8",7,"Apple’s Siri","trust","9"
189,"8",7,"Apple’s Siri","reliable","15"
189,"8",4,"Apple’s Siri","good-intentions","11"
189,"8",7,"Amazon Alexa","trust","7"
189,"8",7,"Amazon Alexa","reliable","17"
189,"8",3,"Amazon Alexa","good-intentions","14"
189,"8",7,"Microsoft Copilot","trust","1"
189,"8",7,"Microsoft Copilot","reliable","10"
189,"8",2,"Microsoft Copilot","good-intentions","4"
190,"8",7,"the smart watch","trust","7"
190,"8",7,"the smart watch","reliable","8"
190,"8",6,"the smart watch","good-intentions","13"
190,"8",6,"the AI therapist","trust","12"
190,"8",7,"the AI therapist","reliable","18"
190,"8",6,"the AI therapist","good-intentions","5"
190,"8",7,"the Artificial Moral Advisor","trust","4"
190,"8",7,"the Artificial Moral Advisor","reliable","1"
190,"8",7,"the Artificial Moral Advisor","good-intentions","3"
190,"8",7,"the spam filter","trust","17"
190,"8",7,"the spam filter","reliable","9"
190,"8",7,"the spam filter","good-intentions","2"
190,"8",7,"the robot vacuum","trust","6"
190,"8",7,"the robot vacuum","reliable","11"
190,"8",6,"the robot vacuum","good-intentions","10"
190,"8",7,"Apple’s Siri","trust","15"
190,"8",7,"Apple’s Siri","reliable","14"
190,"8",7,"Apple’s Siri","good-intentions","16"
191,"8",7,"the smart watch","trust","3"
191,"8",7,"the smart watch","reliable","18"
191,"8",1,"the smart watch","good-intentions","13"
191,"8",7,"Apple’s Siri","trust","17"
191,"8",7,"Apple’s Siri","reliable","10"
191,"8",1,"Apple’s Siri","good-intentions","16"
191,"8",7,"Microsoft Copilot","trust","2"
191,"8",7,"Microsoft Copilot","reliable","8"
191,"8",1,"Microsoft Copilot","good-intentions","5"
191,"8",7,"the predictive sentencing algorithm","trust","4"
191,"8",7,"the predictive sentencing algorithm","reliable","15"
191,"8",1,"the predictive sentencing algorithm","good-intentions","9"
191,"8",7,"Google's AI Overviews","trust","11"
191,"8",7,"Google's AI Overviews","reliable","12"
191,"8",1,"Google's AI Overviews","good-intentions","1"
191,"8",1,"the robot vacuum","trust","14"
191,"8",7,"the robot vacuum","reliable","6"
191,"8",1,"the robot vacuum","good-intentions","7"
192,"8",1,"the Instagram filter","trust","5"
192,"8",6,"the Instagram filter","reliable","7"
192,"8",1,"the Instagram filter","good-intentions","6"
192,"8",6,"the spam filter","trust","18"
192,"8",5,"the spam filter","reliable","16"
192,"8",3,"the spam filter","good-intentions","2"
192,"8",7,"Google's AI Overviews","trust","8"
192,"8",7,"Google's AI Overviews","reliable","1"
192,"8",2,"Google's AI Overviews","good-intentions","9"
192,"8",7,"ChatGPT","trust","17"
192,"8",7,"ChatGPT","reliable","13"
192,"8",2,"ChatGPT","good-intentions","11"
192,"8",7,"Amazon Alexa","trust","12"
192,"8",7,"Amazon Alexa","reliable","14"
192,"8",2,"Amazon Alexa","good-intentions","15"
192,"8",7,"the self-driving car","trust","4"
192,"8",7,"the self-driving car","reliable","10"
192,"8",3,"the self-driving car","good-intentions","3"
193,"8",7,"the smart watch","trust","6"
193,"8",7,"the smart watch","reliable","1"
193,"8",2,"the smart watch","good-intentions","14"
193,"8",6,"the robot vacuum","trust","13"
193,"8",6,"the robot vacuum","reliable","17"
193,"8",3,"the robot vacuum","good-intentions","12"
193,"8",7,"DALL-E","trust","4"
193,"8",6,"DALL-E","reliable","16"
193,"8",7,"DALL-E","good-intentions","2"
193,"8",6,"Apple’s Siri","trust","8"
193,"8",7,"Apple’s Siri","reliable","11"
193,"8",6,"Apple’s Siri","good-intentions","3"
193,"8",7,"the AI photo editing tool","trust","18"
193,"8",6,"the AI photo editing tool","reliable","9"
193,"8",2,"the AI photo editing tool","good-intentions","7"
193,"8",7,"the factory robot","trust","10"
193,"8",7,"the factory robot","reliable","5"
193,"8",5,"the factory robot","good-intentions","15"
194,"8",7,"the autonomous killer drone","trust","12"
194,"8",7,"the autonomous killer drone","reliable","13"
194,"8",4,"the autonomous killer drone","good-intentions","2"
194,"8",3,"the Instagram filter","trust","16"
194,"8",5,"the Instagram filter","reliable","18"
194,"8",2,"the Instagram filter","good-intentions","3"
194,"8",6,"the AI photo editing tool","trust","1"
194,"8",6,"the AI photo editing tool","reliable","7"
194,"8",2,"the AI photo editing tool","good-intentions","17"
194,"8",5,"Microsoft Copilot","trust","8"
194,"8",7,"Microsoft Copilot","reliable","5"
194,"8",3,"Microsoft Copilot","good-intentions","10"
194,"8",4,"the smart watch","trust","9"
194,"8",7,"the smart watch","reliable","4"
194,"8",3,"the smart watch","good-intentions","11"
194,"8",6,"the robot vacuum","trust","14"
194,"8",7,"the robot vacuum","reliable","6"
194,"8",2,"the robot vacuum","good-intentions","15"
195,"8",4,"DALL-E","trust","11"
195,"8",3,"DALL-E","reliable","17"
195,"8",2,"DALL-E","good-intentions","6"
195,"8",7,"the AI photo editing tool","trust","2"
195,"8",7,"the AI photo editing tool","reliable","13"
195,"8",1,"the AI photo editing tool","good-intentions","18"
195,"8",7,"the self-driving car","trust","16"
195,"8",6,"the self-driving car","reliable","1"
195,"8",1,"the self-driving car","good-intentions","7"
195,"8",7,"the Artificial Moral Advisor","trust","3"
195,"8",6,"the Artificial Moral Advisor","reliable","10"
195,"8",5,"the Artificial Moral Advisor","good-intentions","12"
195,"8",3,"the robot vacuum","trust","14"
195,"8",7,"the robot vacuum","reliable","8"
195,"8",1,"the robot vacuum","good-intentions","5"
195,"8",7,"the AI therapist","trust","9"
195,"8",7,"the AI therapist","reliable","15"
195,"8",7,"the AI therapist","good-intentions","4"
196,"8",5,"the Artificial Moral Advisor","trust","4"
196,"8",7,"the Artificial Moral Advisor","reliable","1"
196,"8",7,"the Artificial Moral Advisor","good-intentions","3"
196,"8",5,"DALL-E","trust","14"
196,"8",7,"DALL-E","reliable","11"
196,"8",1,"DALL-E","good-intentions","16"
196,"8",4,"the robot vacuum","trust","7"
196,"8",5,"the robot vacuum","reliable","15"
196,"8",1,"the robot vacuum","good-intentions","9"
196,"8",5,"the smart watch","trust","6"
196,"8",5,"the smart watch","reliable","17"
196,"8",1,"the smart watch","good-intentions","10"
196,"8",6,"Microsoft Copilot","trust","18"
196,"8",7,"Microsoft Copilot","reliable","12"
196,"8",1,"Microsoft Copilot","good-intentions","5"
196,"8",7,"Google's AI Overviews","trust","8"
196,"8",7,"Google's AI Overviews","reliable","2"
196,"8",1,"Google's AI Overviews","good-intentions","13"
197,"8",7,"the smart watch","trust","12"
197,"8",7,"the smart watch","reliable","15"
197,"8",1,"the smart watch","good-intentions","2"
197,"8",3,"the Instagram filter","trust","5"
197,"8",7,"the Instagram filter","reliable","7"
197,"8",1,"the Instagram filter","good-intentions","18"
197,"8",7,"Amazon Alexa","trust","9"
197,"8",7,"Amazon Alexa","reliable","3"
197,"8",7,"Amazon Alexa","good-intentions","16"
197,"8",4,"the autonomous killer drone","trust","11"
197,"8",1,"the autonomous killer drone","reliable","14"
197,"8",1,"the autonomous killer drone","good-intentions","8"
197,"8",7,"the audio transcription AI","trust","4"
197,"8",7,"the audio transcription AI","reliable","17"
197,"8",7,"the audio transcription AI","good-intentions","1"
197,"8",7,"the Artificial Moral Advisor","trust","10"
197,"8",7,"the Artificial Moral Advisor","reliable","13"
197,"8",7,"the Artificial Moral Advisor","good-intentions","6"
198,"8",7,"the predictive sentencing algorithm","trust","5"
198,"8",6,"the predictive sentencing algorithm","reliable","16"
198,"8",1,"the predictive sentencing algorithm","good-intentions","3"
198,"8",7,"Microsoft Copilot","trust","18"
198,"8",7,"Microsoft Copilot","reliable","11"
198,"8",1,"Microsoft Copilot","good-intentions","8"
198,"8",6,"DALL-E","trust","1"
198,"8",7,"DALL-E","reliable","6"
198,"8",1,"DALL-E","good-intentions","10"
198,"8",7,"the robot vacuum","trust","2"
198,"8",7,"the robot vacuum","reliable","14"
198,"8",1,"the robot vacuum","good-intentions","13"
198,"8",7,"the AI photo editing tool","trust","4"
198,"8",7,"the AI photo editing tool","reliable","12"
198,"8",1,"the AI photo editing tool","good-intentions","15"
198,"8",7,"the audio transcription AI","trust","17"
198,"8",7,"the audio transcription AI","reliable","7"
198,"8",1,"the audio transcription AI","good-intentions","9"
199,"8",7,"the AI photo editing tool","trust","4"
199,"8",7,"the AI photo editing tool","reliable","11"
199,"8",7,"the AI photo editing tool","good-intentions","16"
199,"8",5,"the spam filter","trust","15"
199,"8",6,"the spam filter","reliable","14"
199,"8",7,"the spam filter","good-intentions","2"
199,"8",5,"ChatGPT","trust","7"
199,"8",5,"ChatGPT","reliable","3"
199,"8",6,"ChatGPT","good-intentions","1"
199,"8",5,"Apple’s Siri","trust","6"
199,"8",5,"Apple’s Siri","reliable","5"
199,"8",7,"Apple’s Siri","good-intentions","13"
199,"8",6,"the factory robot","trust","17"
199,"8",6,"the factory robot","reliable","12"
199,"8",6,"the factory robot","good-intentions","10"
199,"8",6,"the predictive sentencing algorithm","trust","8"
199,"8",6,"the predictive sentencing algorithm","reliable","18"
199,"8",6,"the predictive sentencing algorithm","good-intentions","9"
200,"6",6,"the factory robot","trust","18"
200,"6",7,"the factory robot","reliable","17"
200,"6",1,"the factory robot","good-intentions","12"
200,"6",5,"Microsoft Copilot","trust","8"
200,"6",7,"Microsoft Copilot","reliable","16"
200,"6",7,"Microsoft Copilot","good-intentions","2"
200,"6",4,"DALL-E","trust","15"
200,"6",5,"DALL-E","reliable","9"
200,"6",1,"DALL-E","good-intentions","4"
200,"6",6,"the autonomous killer drone","trust","5"
200,"6",5,"the autonomous killer drone","reliable","3"
200,"6",1,"the autonomous killer drone","good-intentions","11"
200,"6",5,"the smart watch","trust","10"
200,"6",5,"the smart watch","reliable","6"
200,"6",1,"the smart watch","good-intentions","7"
200,"6",1,"the Instagram filter","trust","14"
200,"6",6,"the Instagram filter","reliable","1"
200,"6",1,"the Instagram filter","good-intentions","13"
201,"8",6,"Microsoft Copilot","trust","8"
201,"8",4,"Microsoft Copilot","reliable","6"
201,"8",4,"Microsoft Copilot","good-intentions","18"
201,"8",7,"the Artificial Moral Advisor","trust","13"
201,"8",4,"the Artificial Moral Advisor","reliable","11"
201,"8",4,"the Artificial Moral Advisor","good-intentions","16"
201,"8",4,"DALL-E","trust","9"
201,"8",5,"DALL-E","reliable","3"
201,"8",1,"DALL-E","good-intentions","5"
201,"8",7,"the spam filter","trust","17"
201,"8",7,"the spam filter","reliable","10"
201,"8",3,"the spam filter","good-intentions","15"
201,"8",7,"the AI photo editing tool","trust","14"
201,"8",7,"the AI photo editing tool","reliable","12"
201,"8",2,"the AI photo editing tool","good-intentions","1"
201,"8",5,"the robot vacuum","trust","7"
201,"8",7,"the robot vacuum","reliable","2"
201,"8",1,"the robot vacuum","good-intentions","4"
202,"8",7,"the autonomous killer drone","trust","11"
202,"8",7,"the autonomous killer drone","reliable","2"
202,"8",1,"the autonomous killer drone","good-intentions","13"
202,"8",7,"DALL-E","trust","3"
202,"8",7,"DALL-E","reliable","8"
202,"8",1,"DALL-E","good-intentions","1"
202,"8",7,"the factory robot","trust","5"
202,"8",7,"the factory robot","reliable","7"
202,"8",1,"the factory robot","good-intentions","4"
202,"8",7,"the predictive sentencing algorithm","trust","9"
202,"8",7,"the predictive sentencing algorithm","reliable","6"
202,"8",1,"the predictive sentencing algorithm","good-intentions","10"
202,"8",7,"Amazon Alexa","trust","17"
202,"8",7,"Amazon Alexa","reliable","16"
202,"8",1,"Amazon Alexa","good-intentions","15"
202,"8",7,"the AI photo editing tool","trust","14"
202,"8",7,"the AI photo editing tool","reliable","18"
202,"8",1,"the AI photo editing tool","good-intentions","12"
203,"8",7,"Microsoft Copilot","trust","10"
203,"8",7,"Microsoft Copilot","reliable","8"
203,"8",3,"Microsoft Copilot","good-intentions","6"
203,"8",7,"the audio transcription AI","trust","15"
203,"8",7,"the audio transcription AI","reliable","18"
203,"8",7,"the audio transcription AI","good-intentions","2"
203,"8",7,"Amazon Alexa","trust","1"
203,"8",7,"Amazon Alexa","reliable","11"
203,"8",3,"Amazon Alexa","good-intentions","7"
203,"8",7,"the AI therapist","trust","4"
203,"8",7,"the AI therapist","reliable","13"
203,"8",6,"the AI therapist","good-intentions","3"
203,"8",7,"the factory robot","trust","17"
203,"8",7,"the factory robot","reliable","12"
203,"8",2,"the factory robot","good-intentions","14"
203,"8",7,"the predictive sentencing algorithm","trust","16"
203,"8",7,"the predictive sentencing algorithm","reliable","9"
203,"8",5,"the predictive sentencing algorithm","good-intentions","5"
204,"8",7,"the smart watch","trust","12"
204,"8",7,"the smart watch","reliable","2"
204,"8",3,"the smart watch","good-intentions","3"
204,"8",6,"the predictive sentencing algorithm","trust","17"
204,"8",7,"the predictive sentencing algorithm","reliable","9"
204,"8",1,"the predictive sentencing algorithm","good-intentions","15"
204,"8",1,"the Artificial Moral Advisor","trust","18"
204,"8",2,"the Artificial Moral Advisor","reliable","4"
204,"8",3,"the Artificial Moral Advisor","good-intentions","1"
204,"8",7,"the Instagram filter","trust","10"
204,"8",7,"the Instagram filter","reliable","14"
204,"8",5,"the Instagram filter","good-intentions","5"
204,"8",6,"Google's AI Overviews","trust","16"
204,"8",6,"Google's AI Overviews","reliable","13"
204,"8",6,"Google's AI Overviews","good-intentions","7"
204,"8",7,"the AI photo editing tool","trust","8"
204,"8",7,"the AI photo editing tool","reliable","11"
204,"8",7,"the AI photo editing tool","good-intentions","6"
205,"8",7,"Microsoft Copilot","trust","2"
205,"8",7,"Microsoft Copilot","reliable","6"
205,"8",2,"Microsoft Copilot","good-intentions","9"
205,"8",5,"the Instagram filter","trust","13"
205,"8",7,"the Instagram filter","reliable","8"
205,"8",1,"the Instagram filter","good-intentions","7"
205,"8",7,"Google's AI Overviews","trust","1"
205,"8",7,"Google's AI Overviews","reliable","4"
205,"8",3,"Google's AI Overviews","good-intentions","16"
205,"8",7,"the predictive sentencing algorithm","trust","11"
205,"8",7,"the predictive sentencing algorithm","reliable","12"
205,"8",3,"the predictive sentencing algorithm","good-intentions","15"
205,"8",6,"the autonomous killer drone","trust","5"
205,"8",7,"the autonomous killer drone","reliable","14"
205,"8",1,"the autonomous killer drone","good-intentions","10"
205,"8",7,"Amazon Alexa","trust","18"
205,"8",7,"Amazon Alexa","reliable","17"
205,"8",5,"Amazon Alexa","good-intentions","3"
206,"8",5,"Amazon Alexa","trust","9"
206,"8",7,"Amazon Alexa","reliable","10"
206,"8",1,"Amazon Alexa","good-intentions","6"
206,"8",5,"the smart watch","trust","7"
206,"8",7,"the smart watch","reliable","4"
206,"8",1,"the smart watch","good-intentions","2"
206,"8",6,"the spam filter","trust","11"
206,"8",7,"the spam filter","reliable","14"
206,"8",1,"the spam filter","good-intentions","12"
206,"8",6,"the factory robot","trust","13"
206,"8",7,"the factory robot","reliable","18"
206,"8",1,"the factory robot","good-intentions","17"
206,"8",2,"the Instagram filter","trust","3"
206,"8",7,"the Instagram filter","reliable","8"
206,"8",2,"the Instagram filter","good-intentions","16"
206,"8",5,"the Artificial Moral Advisor","trust","15"
206,"8",7,"the Artificial Moral Advisor","reliable","1"
206,"8",1,"the Artificial Moral Advisor","good-intentions","5"
207,"8",5,"Microsoft Copilot","trust","11"
207,"8",3,"Microsoft Copilot","reliable","12"
207,"8",2,"Microsoft Copilot","good-intentions","7"
207,"8",5,"the predictive policing algorithm","trust","18"
207,"8",5,"the predictive policing algorithm","reliable","2"
207,"8",3,"the predictive policing algorithm","good-intentions","16"
207,"8",5,"the spam filter","trust","17"
207,"8",5,"the spam filter","reliable","8"
207,"8",3,"the spam filter","good-intentions","5"
207,"8",4,"DALL-E","trust","13"
207,"8",3,"DALL-E","reliable","10"
207,"8",1,"DALL-E","good-intentions","1"
207,"8",6,"the audio transcription AI","trust","6"
207,"8",6,"the audio transcription AI","reliable","9"
207,"8",2,"the audio transcription AI","good-intentions","15"
207,"8",3,"the self-driving car","trust","4"
207,"8",6,"the self-driving car","reliable","3"
207,"8",2,"the self-driving car","good-intentions","14"
208,"8",7,"DALL-E","trust","8"
208,"8",7,"DALL-E","reliable","12"
208,"8",4,"DALL-E","good-intentions","18"
208,"8",7,"the robot vacuum","trust","2"
208,"8",7,"the robot vacuum","reliable","6"
208,"8",5,"the robot vacuum","good-intentions","3"
208,"8",7,"the smart watch","trust","14"
208,"8",7,"the smart watch","reliable","10"
208,"8",3,"the smart watch","good-intentions","16"
208,"8",7,"Microsoft Copilot","trust","11"
208,"8",7,"Microsoft Copilot","reliable","17"
208,"8",5,"Microsoft Copilot","good-intentions","1"
208,"8",7,"Google's AI Overviews","trust","4"
208,"8",7,"Google's AI Overviews","reliable","13"
208,"8",5,"Google's AI Overviews","good-intentions","5"
208,"8",7,"Apple’s Siri","trust","7"
208,"8",7,"Apple’s Siri","reliable","15"
208,"8",5,"Apple’s Siri","good-intentions","9"
209,"8",2,"the AI photo editing tool","trust","16"
209,"8",6,"the AI photo editing tool","reliable","1"
209,"8",2,"the AI photo editing tool","good-intentions","9"
209,"8",4,"the predictive policing algorithm","trust","13"
209,"8",5,"the predictive policing algorithm","reliable","5"
209,"8",4,"the predictive policing algorithm","good-intentions","17"
209,"8",6,"the smart watch","trust","8"
209,"8",4,"the smart watch","reliable","14"
209,"8",2,"the smart watch","good-intentions","15"
209,"8",4,"the predictive sentencing algorithm","trust","4"
209,"8",5,"the predictive sentencing algorithm","reliable","12"
209,"8",1,"the predictive sentencing algorithm","good-intentions","7"
209,"8",3,"the AI therapist","trust","10"
209,"8",5,"the AI therapist","reliable","3"
209,"8",4,"the AI therapist","good-intentions","2"
209,"8",1,"Amazon Alexa","trust","11"
209,"8",4,"Amazon Alexa","reliable","18"
209,"8",1,"Amazon Alexa","good-intentions","6"
210,"8",2,"the Instagram filter","trust","2"
210,"8",2,"the Instagram filter","reliable","7"
210,"8",1,"the Instagram filter","good-intentions","9"
210,"8",4,"the predictive sentencing algorithm","trust","18"
210,"8",6,"the predictive sentencing algorithm","reliable","8"
210,"8",1,"the predictive sentencing algorithm","good-intentions","17"
210,"8",3,"the factory robot","trust","6"
210,"8",6,"the factory robot","reliable","13"
210,"8",1,"the factory robot","good-intentions","16"
210,"8",2,"the spam filter","trust","11"
210,"8",7,"the spam filter","reliable","1"
210,"8",1,"the spam filter","good-intentions","4"
210,"8",2,"ChatGPT","trust","15"
210,"8",2,"ChatGPT","reliable","14"
210,"8",1,"ChatGPT","good-intentions","3"
210,"8",1,"Amazon Alexa","trust","5"
210,"8",4,"Amazon Alexa","reliable","12"
210,"8",1,"Amazon Alexa","good-intentions","10"
211,"8",1,"ChatGPT","trust","8"
211,"8",7,"ChatGPT","reliable","16"
211,"8",1,"ChatGPT","good-intentions","9"
211,"8",1,"the smart watch","trust","17"
211,"8",1,"the smart watch","reliable","3"
211,"8",1,"the smart watch","good-intentions","11"
211,"8",2,"the spam filter","trust","7"
211,"8",7,"the spam filter","reliable","4"
211,"8",5,"the spam filter","good-intentions","13"
211,"8",7,"the AI therapist","trust","1"
211,"8",5,"the AI therapist","reliable","18"
211,"8",1,"the AI therapist","good-intentions","12"
211,"8",2,"the self-driving car","trust","5"
211,"8",7,"the self-driving car","reliable","14"
211,"8",5,"the self-driving car","good-intentions","10"
211,"8",5,"Microsoft Copilot","trust","15"
211,"8",1,"Microsoft Copilot","reliable","6"
211,"8",1,"Microsoft Copilot","good-intentions","2"
212,"8",7,"Apple’s Siri","trust","6"
212,"8",7,"Apple’s Siri","reliable","12"
212,"8",7,"Apple’s Siri","good-intentions","4"
212,"8",7,"ChatGPT","trust","16"
212,"8",7,"ChatGPT","reliable","15"
212,"8",7,"ChatGPT","good-intentions","5"
212,"8",7,"the spam filter","trust","13"
212,"8",7,"the spam filter","reliable","11"
212,"8",7,"the spam filter","good-intentions","9"
212,"8",7,"DALL-E","trust","14"
212,"8",7,"DALL-E","reliable","1"
212,"8",7,"DALL-E","good-intentions","7"
212,"8",7,"the smart watch","trust","17"
212,"8",7,"the smart watch","reliable","3"
212,"8",7,"the smart watch","good-intentions","10"
212,"8",7,"Microsoft Copilot","trust","8"
212,"8",7,"Microsoft Copilot","reliable","18"
212,"8",7,"Microsoft Copilot","good-intentions","2"
213,"8",5,"the predictive sentencing algorithm","trust","9"
213,"8",4,"the predictive sentencing algorithm","reliable","12"
213,"8",4,"the predictive sentencing algorithm","good-intentions","10"
213,"8",5,"the self-driving car","trust","17"
213,"8",6,"the self-driving car","reliable","5"
213,"8",4,"the self-driving car","good-intentions","15"
213,"8",6,"Microsoft Copilot","trust","3"
213,"8",6,"Microsoft Copilot","reliable","18"
213,"8",5,"Microsoft Copilot","good-intentions","14"
213,"8",4,"the predictive policing algorithm","trust","4"
213,"8",5,"the predictive policing algorithm","reliable","11"
213,"8",5,"the predictive policing algorithm","good-intentions","8"
213,"8",4,"the robot vacuum","trust","6"
213,"8",6,"the robot vacuum","reliable","2"
213,"8",3,"the robot vacuum","good-intentions","7"
213,"8",7,"Google's AI Overviews","trust","1"
213,"8",6,"Google's AI Overviews","reliable","16"
213,"8",5,"Google's AI Overviews","good-intentions","13"
214,"8",6,"the factory robot","trust","1"
214,"8",6,"the factory robot","reliable","11"
214,"8",4,"the factory robot","good-intentions","8"
214,"8",6,"the AI photo editing tool","trust","3"
214,"8",6,"the AI photo editing tool","reliable","13"
214,"8",3,"the AI photo editing tool","good-intentions","17"
214,"8",6,"the predictive sentencing algorithm","trust","18"
214,"8",6,"the predictive sentencing algorithm","reliable","2"
214,"8",4,"the predictive sentencing algorithm","good-intentions","7"
214,"8",6,"ChatGPT","trust","4"
214,"8",6,"ChatGPT","reliable","5"
214,"8",4,"ChatGPT","good-intentions","9"
214,"8",6,"the smart watch","trust","14"
214,"8",5,"the smart watch","reliable","6"
214,"8",3,"the smart watch","good-intentions","16"
214,"8",5,"the autonomous killer drone","trust","15"
214,"8",6,"the autonomous killer drone","reliable","10"
214,"8",3,"the autonomous killer drone","good-intentions","12"
215,"8",1,"the Instagram filter","trust","12"
215,"8",1,"the Instagram filter","reliable","4"
215,"8",1,"the Instagram filter","good-intentions","5"
215,"8",7,"Google's AI Overviews","trust","17"
215,"8",7,"Google's AI Overviews","reliable","15"
215,"8",1,"Google's AI Overviews","good-intentions","18"
215,"8",7,"the Artificial Moral Advisor","trust","1"
215,"8",1,"the Artificial Moral Advisor","reliable","8"
215,"8",1,"the Artificial Moral Advisor","good-intentions","3"
215,"8",6,"the autonomous killer drone","trust","9"
215,"8",2,"the autonomous killer drone","reliable","11"
215,"8",1,"the autonomous killer drone","good-intentions","14"
215,"8",7,"the predictive sentencing algorithm","trust","7"
215,"8",7,"the predictive sentencing algorithm","reliable","2"
215,"8",1,"the predictive sentencing algorithm","good-intentions","6"
215,"8",7,"the self-driving car","trust","10"
215,"8",7,"the self-driving car","reliable","16"
215,"8",1,"the self-driving car","good-intentions","13"
216,"8",7,"the spam filter","trust","8"
216,"8",7,"the spam filter","reliable","3"
216,"8",1,"the spam filter","good-intentions","16"
216,"8",7,"the smart watch","trust","7"
216,"8",7,"the smart watch","reliable","6"
216,"8",1,"the smart watch","good-intentions","15"
216,"8",7,"the robot vacuum","trust","4"
216,"8",7,"the robot vacuum","reliable","12"
216,"8",1,"the robot vacuum","good-intentions","2"
216,"8",7,"DALL-E","trust","1"
216,"8",6,"DALL-E","reliable","10"
216,"8",1,"DALL-E","good-intentions","9"
216,"8",7,"Amazon Alexa","trust","5"
216,"8",7,"Amazon Alexa","reliable","18"
216,"8",1,"Amazon Alexa","good-intentions","13"
216,"8",7,"the factory robot","trust","11"
216,"8",7,"the factory robot","reliable","17"
216,"8",1,"the factory robot","good-intentions","14"
217,"8",7,"the predictive policing algorithm","trust","17"
217,"8",7,"the predictive policing algorithm","reliable","13"
217,"8",1,"the predictive policing algorithm","good-intentions","8"
217,"8",7,"Amazon Alexa","trust","15"
217,"8",7,"Amazon Alexa","reliable","11"
